Id,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label,day,month,hour
3194,iiitd,ac.in,3,multipart/related,0,0,0,0,67,153691,2,Mon,Aug,11.75
3195,udacity,com,0,multipart/alternative,15,40,0,0,68,54685,3,Mon,Dec,13.266666666666667
3196,google,com,0,text/html,4,20,0,0,36,6579,0,Tue,Mar,2.3833333333333333
3197,linkedin,com,0,multipart/alternative,10,57,0,0,64,83851,1,Wed,Sep,0.25
3198,iiitd,ac.in,6,multipart/alternative,0,39,1,1,25,50042,2,Mon,Sep,21.916666666666668
3199,iiitd,ac.in,2,multipart/alternative,0,3,1,0,29,1399,2,Thu,Oct,13.3
3200,google,com,0,text/html,20,84,0,0,46,25932,0,Sat,Jun,10.916666666666666
3201,kotak,in,0,multipart/alternative,22,43,0,0,45,35112,0,Thu,Nov,18.333333333333332
3202,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,15.433333333333334
3203,slack,com,0,multipart/alternative,1,12,0,0,39,11581,0,Mon,Oct,14.283333333333333
3204,udacity,com,0,multipart/alternative,14,48,1,0,72,79858,3,Sun,Nov,8.533333333333333
3205,google,com,0,text/html,2,12,0,0,32,4472,0,Thu,May,7.383333333333334
3206,medium,com,0,multipart/alternative,29,182,1,1,145,84356,3,Fri,Dec,8.85
3207,quora,com,0,multipart/alternative,12,110,1,1,57,106038,1,Tue,Jul,11.366666666666667
3208,gc,email.amazon.in,0,multipart/alternative,4,28,1,0,51,21761,0,Fri,Apr,10.333333333333334
3209,sbi,co.in,0,text/plain,0,0,0,0,57,693,0,Sat,Jan,22.333333333333332
3210,usebackpack,com,0,text/html,4,14,0,0,50,24685,0,Mon,Jan,14.95
3211,coursera,org,0,multipart/alternative,33,151,0,0,27,99787,0,Mon,Jun,3.033333333333333
3212,iiitd,ac.in,0,multipart/alternative,0,35,1,0,38,16766,2,Mon,Oct,17.85
3213,rapidapi,com,0,multipart/alternative,9,64,1,0,53,89176,3,Wed,Oct,16.25
3214,mailer,netflix.com,0,multipart/alternative,20,87,0,0,25,84699,3,Sun,Jan,9.566666666666666
3215,iiitd,ac.in,1,multipart/alternative,11,46,1,0,21,35325,2,Sat,Aug,22.633333333333333
3216,usebackpack,com,0,multipart/alternative,4,19,1,0,38,27375,0,Tue,Oct,22.9
3217,reply,ebay.in,0,multipart/alternative,35,131,0,0,119,89187,3,Tue,Feb,11.0
3218,udacity,com,0,multipart/alternative,12,52,1,0,60,79741,3,Sat,Aug,15.433333333333334
3219,thomascook,in,0,multipart/alternative,13,37,0,0,54,10478,3,Mon,Mar,13.966666666666667
3220,e,tripadvisor.com,0,multipart/alternative,8,50,0,0,62,34847,3,Thu,May,8.483333333333333
3221,usebackpack,com,0,multipart/alternative,4,19,0,0,37,27264,0,Tue,Nov,15.7
3222,udacity,com,0,multipart/alternative,7,43,1,1,67,54985,3,Thu,Jun,5.266666666666667
3223,duolingo,com,0,multipart/alternative,16,34,0,0,85,24428,0,Sun,Feb,14.5
3224,quora,com,0,multipart/alternative,2,15,0,0,139,12399,1,Thu,Jul,4.583333333333333
3225,usebackpack,com,0,text/html,4,14,1,0,43,24724,0,Sun,Oct,3.1
3226,incontrolproductions,net,0,text/html,0,1,1,0,71,877,0,Wed,Mar,10.266666666666667
3227,quora,com,0,multipart/alternative,12,109,1,0,107,105241,1,Wed,Sep,12.583333333333334
3228,iiitd,ac.in,1,multipart/alternative,0,7,1,0,21,1509,2,Sat,Aug,18.866666666666667
3229,linkedin,com,0,multipart/alternative,9,29,0,0,56,23411,1,Mon,Sep,7.3
3230,medium,com,0,multipart/alternative,32,239,1,1,189,106820,0,Thu,Dec,7.333333333333333
3231,twitter,com,0,multipart/alternative,10,65,0,1,58,34805,1,Wed,Nov,8.616666666666667
3232,amazon,in,0,multipart/alternative,23,202,0,0,24,91472,3,Mon,Jun,0.08333333333333333
3233,quora,com,0,multipart/alternative,2,100,1,0,54,83328,1,Sat,Jul,15.066666666666666
3234,sampark,gov.in,0,text/html,6,16,0,0,33,5494,0,Fri,Jun,1.6333333333333333
3235,linkedin,com,0,multipart/alternative,10,43,0,0,87,76154,1,Wed,Jul,0.05
3236,medium,com,0,multipart/alternative,29,226,1,0,157,101823,0,Fri,Jan,9.9
3237,iiitd,ac.in,3,multipart/alternative,0,0,1,0,34,1723,2,Thu,Apr,15.2
3238,iiitd,ac.in,6,multipart/alternative,0,0,1,0,45,4859,2,Wed,Apr,12.8
3239,amazon,in,0,multipart/mixed,0,0,0,0,36,4,3,Mon,Aug,0.6
3240,usebackpack,com,0,multipart/alternative,4,19,0,0,35,26953,0,Thu,Jul,13.1
3241,slack,com,0,multipart/alternative,2,14,0,0,52,14452,0,Tue,May,0.25
3242,airtable,com,0,multipart/alternative,1,10,0,0,151,12024,0,Wed,Jul,18.85
3243,newsletter,speakingtree.in,0,multipart/alternative,12,86,0,0,55,35796,3,Mon,Feb,15.55
3244,sbi,co.in,0,text/plain,0,0,0,0,57,690,0,Mon,Jan,20.383333333333333
3245,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,15.1
3246,codeschool,com,0,multipart/alternative,14,52,0,1,51,48919,3,Fri,Jun,19.816666666666666
3247,iiitd,ac.in,0,multipart/alternative,0,6,1,0,56,4597,0,Tue,Dec,20.216666666666665
3248,internations,org,0,text/html,28,52,1,1,31,68463,1,Mon,Jul,13.15
3249,iiitd,ac.in,9,multipart/alternative,0,3,1,0,41,2582,2,Thu,Sep,15.783333333333333
3250,iiitd,ac.in,2,multipart/alternative,0,0,1,0,36,4374,2,Fri,Jul,9.35
3251,sampark,gov.in,0,text/html,16,41,0,0,92,23330,3,Thu,Mar,15.433333333333334
3252,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,3.7666666666666666
3253,topcoder,com,0,multipart/alternative,7,75,0,0,48,84378,3,Sun,Jun,23.166666666666668
3254,amazon,in,0,multipart/alternative,9,120,0,0,79,61867,3,Fri,Mar,3.1666666666666665
3255,iiitd,ac.in,3,multipart/mixed,0,0,0,0,49,606692,2,Wed,Mar,18.933333333333334
3256,usief,org.in,0,multipart/alternative,1,18,1,0,93,10412,0,Thu,Oct,1.7833333333333332
3257,youtube,com,0,multipart/alternative,9,44,0,0,56,39101,1,Sun,Mar,10.7
3258,coursera,org,0,multipart/alternative,4,31,0,0,35,26546,0,Thu,Aug,15.516666666666667
3259,centralesupelec,fr,1,multipart/mixed,0,0,1,0,110,250931,2,Mon,Nov,12.766666666666667
3260,sampark,gov.in,0,text/html,29,71,0,0,53,43928,3,Mon,Feb,10.383333333333333
3261,twitter,com,0,multipart/alternative,32,188,0,0,66,93681,1,Sun,Aug,8.6
3262,iiitd,ac.in,2,multipart/alternative,0,1,0,0,25,2593,2,Mon,Jul,10.916666666666666
3263,na,na,0,text/plain,0,0,0,0,57,536,0,,Jul,10.733333333333333
3264,duolingo,com,0,multipart/alternative,25,58,0,0,43,70263,0,Wed,May,21.916666666666668
3265,iiitd,ac.in,0,multipart/alternative,0,3,1,0,37,4785,2,Thu,Nov,4.416666666666667
3266,amazon,in,0,multipart/alternative,0,3,0,0,25,1745,0,Fri,Jun,2.4333333333333336
3267,hackerearth,com,0,multipart/alternative,2,15,0,0,107,24534,0,Thu,May,8.883333333333333
3268,gmail,com,0,multipart/alternative,1,7,0,0,71,8516,0,Fri,Aug,21.166666666666668
3269,amazon,in,0,multipart/mixed,0,0,0,0,105,4,3,Tue,Oct,13.683333333333334
3270,na,na,0,text/html,0,1,1,0,92,4167,0,,Oct,1.9
3271,usebackpack,com,0,multipart/alternative,4,19,0,0,39,27565,0,Mon,Nov,4.883333333333333
3272,youtube,com,0,multipart/alternative,23,86,0,0,84,64323,1,Thu,Jun,2.6833333333333336
3273,marketing,goindigo.in,0,multipart/alternative,10,36,1,0,83,29147,3,Sat,Jul,15.816666666666666
3274,flipkartletters,com,0,text/html,34,87,1,0,25,73355,3,Mon,Apr,10.1
3275,signalprocessingsociety,org,0,multipart/alternative,8,79,0,1,122,88524,0,Fri,Apr,12.083333333333334
3276,neo4j,com,0,multipart/alternative,10,34,0,0,52,19018,3,Fri,Sep,7.25
3277,centralesupelec,fr,0,multipart/mixed,0,19,0,0,187,1208626,2,Mon,Jan,16.75
3278,ieee,org,0,multipart/alternative,9,39,1,0,101,24518,3,Sun,Jun,20.583333333333332
3279,technolutions,com,0,multipart/alternative,0,11,1,0,41,5034,3,Thu,Dec,15.066666666666666
3280,datacamp,com,0,multipart/alternative,9,49,0,1,34,56042,3,Thu,May,13.966666666666667
3281,naylormarketing,com,0,text/html,3,24,0,0,41,11234,3,Thu,May,11.9
3282,na,na,0,text/plain,0,0,0,0,57,534,0,,May,23.95
3283,iiitd,ac.in,0,multipart/alternative,0,21,1,1,51,29422,2,Thu,Sep,17.75
3284,google,com,0,text/html,2,12,0,0,28,4370,0,Tue,Apr,1.35
3285,newsletter,speakingtree.in,0,multipart/alternative,12,86,0,1,46,32803,0,Fri,Apr,8.25
3286,newsletter,speakingtree.in,0,multipart/alternative,12,40,0,0,39,11057,3,Sun,Dec,16.766666666666666
3287,realtimeboard,com,0,text/html,5,20,0,0,60,21192,0,Thu,Sep,9.3
3288,email,udacity.com,0,text/html,2,13,1,0,68,20091,0,Thu,Nov,10.2
3289,flipkartletters,com,0,multipart/alternative,5,32,0,0,92,24796,3,Tue,Dec,12.566666666666666
3290,flipkartletters,com,0,text/html,17,47,0,0,64,37642,3,Fri,Sep,13.833333333333334
3291,nvidia,com,0,multipart/alternative,17,60,0,1,31,67704,0,Fri,Jan,13.066666666666666
3292,coursera,org,0,multipart/alternative,18,163,0,1,57,119213,0,Thu,May,5.15
3293,youtube,com,0,multipart/alternative,14,57,0,0,54,42307,1,Sun,Aug,18.633333333333333
3294,primevideo,com,0,multipart/alternative,29,110,1,0,42,96748,3,Sat,Apr,6.45
3295,na,na,0,text/html,0,5,1,0,73,16344,0,Tue,Apr,10.566666666666666
3296,inoxmovies,com,0,multipart/alternative,8,30,0,0,73,6734,3,Fri,Jan,16.166666666666668
3297,quora,com,0,multipart/alternative,8,115,0,0,124,86379,1,Thu,Apr,8.533333333333333
3298,iiitd,ac.in,1,multipart/alternative,0,6,0,0,37,5588,2,Mon,Feb,15.9
3299,bigbasket,com,0,text/html,18,34,0,0,32,24894,0,Wed,Jan,2.5
3300,google,com,0,text/html,4,20,0,0,46,6774,0,Fri,Dec,23.6
3301,linkedin,com,0,multipart/alternative,16,68,0,1,109,70130,1,Wed,Jul,18.083333333333332
3302,statebankrewardz,com,0,text/html,23,47,0,0,76,22000,3,Sat,Dec,10.016666666666667
3303,amazon,in,0,multipart/alternative,20,123,0,0,54,59606,3,Mon,Jul,0.18333333333333332
3304,e,linkedin.com,0,multipart/mixed,0,0,0,0,74,4,1,Tue,May,7.85
3305,nptel,iitm.ac.in,0,multipart/alternative,0,11,1,0,55,111118,0,Thu,Apr,14.8
3306,flipkartletters,com,0,text/html,22,57,0,0,84,41351,3,Thu,Jun,1.9
3307,amazon,in,0,multipart/alternative,30,257,1,0,15,117083,3,Fri,Dec,0.23333333333333334
3308,mail,goodreads.com,0,multipart/alternative,36,199,1,0,36,97186,1,Wed,Nov,0.16666666666666666
3309,teamviewer,com,0,text/html,1,4,1,0,27,3195,0,,Nov,18.033333333333335
3310,google,com,0,multipart/alternative,1,7,0,0,40,2454,0,Mon,May,10.45
3311,dropbox,com,1,multipart/alternative,1,10,0,0,42,3835,0,Tue,Oct,8.533333333333333
3312,codecademy,com,0,multipart/alternative,0,11,0,0,63,8074,3,Tue,Oct,13.35
3313,academia-mail,com,0,multipart/alternative,2,24,1,0,101,47092,0,Thu,Jun,7.5
3314,iiitd,ac.in,1,multipart/alternative,2,65,1,1,35,22173,2,Mon,Nov,11.783333333333333
3315,na,na,1,na,0,3,0,0,48,876,0,Mon,Dec,18.05
3316,iiitd,ac.in,0,multipart/mixed,0,24,1,0,38,5755196,2,Tue,Apr,0.7333333333333333
3317,piazza,com,0,multipart/alternative,0,9,0,0,8,1585,0,Thu,Sep,9.0
3318,primevideo,com,0,multipart/alternative,10,68,0,0,40,47941,3,Thu,Feb,13.05
3319,cocubes,com,0,text/html,0,0,1,0,32,801,0,,Feb,16.266666666666666
3320,google,com,0,multipart/alternative,8,22,0,0,71,27304,0,Thu,May,19.033333333333335
3321,hackerrankmail,com,0,multipart/alternative,2,18,0,0,44,34970,0,Thu,Jul,18.816666666666666
3322,sbi,co.in,0,text/plain,0,0,0,0,57,697,0,Wed,Oct,23.333333333333332
3323,amazon,in,0,multipart/alternative,5,26,0,0,60,18291,0,Thu,Mar,10.666666666666666
3324,mailer,netflix.com,0,multipart/alternative,5,34,0,0,41,33237,3,Wed,May,9.45
3325,usebackpack,com,0,multipart/alternative,4,17,0,0,35,30777,0,Mon,Aug,20.116666666666667
3326,iiitd,ac.in,2,multipart/alternative,0,0,0,0,28,9277,2,Wed,Jul,14.85
3327,airtable,com,0,multipart/alternative,1,10,0,0,147,11321,0,Mon,Feb,18.4
3328,quora,com,0,multipart/alternative,8,15,0,0,47,13565,0,Mon,Jan,4.433333333333334
3329,iiitd,ac.in,0,multipart/alternative,0,3,0,0,32,3682,2,Thu,Apr,3.0166666666666666
3330,marketing,goindigo.in,0,multipart/alternative,10,44,1,0,21,35358,3,Sat,Aug,14.866666666666667
3331,virtuosos,in,0,multipart/alternative,0,7,1,1,82,4988,0,Sat,Oct,18.533333333333335
3332,twitter,com,0,multipart/alternative,36,227,0,1,26,96285,1,Wed,Jan,16.9
3333,topcoder,com,0,multipart/alternative,2,16,0,0,76,34244,0,Thu,Aug,20.183333333333334
3334,cleartrip,com,0,multipart/alternative,21,61,0,0,92,52907,3,Fri,Jan,12.85
3335,twitter,com,0,multipart/alternative,34,185,0,0,90,83663,1,Sun,Jul,8.533333333333333
3336,iiitd,ac.in,3,multipart/alternative,0,0,1,0,38,315,2,Tue,Nov,20.383333333333333
3337,na,na,0,text/html,0,2,1,0,13,1848,0,Tue,May,10.216666666666667
3338,usebackpack,com,0,multipart/alternative,4,17,0,0,34,29672,0,Wed,Nov,9.583333333333334
3339,redwolf,in,0,multipart/alternative,9,29,0,0,39,6253,3,Thu,Mar,14.183333333333334
3340,flipkartletters,com,0,text/html,25,65,1,0,96,44077,3,Mon,Feb,1.65
3341,usebackpack,com,0,multipart/alternative,4,19,0,0,36,26914,0,Tue,Feb,12.516666666666667
3342,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,15.1
3343,na,na,0,multipart/alternative,8,56,0,0,82,22071,0,Fri,Aug,3.6166666666666667
3344,amazon,in,0,multipart/mixed,0,0,0,0,132,4,3,Fri,Sep,1.2833333333333332
3345,usebackpack,com,0,multipart/alternative,3,19,0,0,39,26959,0,Wed,Sep,10.183333333333334
3346,github,com,0,text/plain,0,3,0,0,58,897,0,Sat,Apr,22.833333333333332
3347,na,na,0,multipart/mixed,0,8,1,0,19,81216,0,Fri,Jul,9.716666666666667
3348,usebackpack,com,0,multipart/alternative,4,28,0,0,36,29828,0,Tue,Sep,9.9
3349,crazydomains,in,0,multipart/alternative,6,21,0,0,31,32569,0,Fri,Mar,17.916666666666668
3350,remail,angel.co,0,text/html,1,19,1,1,15,16781,0,Sun,May,12.816666666666666
3351,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,10.233333333333333
3352,udacity,com,0,text/html,11,46,0,1,52,51552,3,Mon,Aug,13.316666666666666
3353,cocubes,com,0,text/html,1,6,1,0,46,6942,0,,Aug,15.316666666666666
3354,iiitd,ac.in,0,multipart/alternative,0,7,1,0,60,7583,2,Thu,Oct,18.333333333333332
3355,duolingo,com,0,multipart/alternative,13,28,0,0,52,21784,0,Wed,Oct,18.55
3356,quora,com,0,multipart/alternative,12,110,0,1,114,86903,1,Sun,Jul,11.033333333333333
3357,amazon,in,0,multipart/alternative,14,140,0,0,43,77844,3,Thu,Nov,0.35
3358,marketing,goindigo.in,0,multipart/alternative,9,49,0,0,31,40515,3,Sat,Aug,11.65
3359,github,com,1,multipart/alternative,2,22,0,0,55,3465,2,Wed,Oct,2.2
3360,hackerrankmail,com,0,multipart/alternative,4,27,0,0,28,29776,0,Sun,Jul,12.4
3361,notifications,freelancer.com,0,multipart/alternative,7,54,1,0,87,40204,0,Tue,Dec,3.4166666666666665
3362,nvidia,com,0,multipart/alternative,8,57,0,1,45,39708,3,Thu,Sep,11.383333333333333
3363,iiitd,ac.in,5,multipart/alternative,0,3,1,0,45,4901,2,Thu,Sep,19.916666666666668
3364,google,com,0,multipart/alternative,1,13,0,0,40,18945,0,Wed,Aug,11.383333333333333
3365,iiitd,ac.in,3,multipart/alternative,0,0,1,0,24,5006,2,Sun,Jul,22.316666666666666
3366,iiitd,ac.in,3,multipart/alternative,0,1,0,0,59,5742,2,Fri,Apr,12.266666666666667
3367,sbi,co.in,0,text/html,1,1,0,0,70,698,0,Mon,Dec,19.133333333333333
3368,iiitd,ac.in,1,multipart/alternative,0,0,1,0,37,8675,2,Mon,Aug,20.2
3369,udacity,com,0,multipart/alternative,10,42,0,0,62,59909,3,Sat,Jan,12.05
3370,twitter,com,0,multipart/alternative,35,188,0,0,71,84920,1,Thu,Jul,9.583333333333334
3371,na,na,0,multipart/alternative,2,14,1,0,83,26056,2,Thu,Aug,7.066666666666666
3372,usebackpack,com,0,text/html,4,16,0,0,38,24845,0,Tue,Jan,6.283333333333333
3373,iiitd,ac.in,14,multipart/mixed,0,0,0,0,34,566372,2,Mon,Nov,13.15
3374,researchgate,net,0,multipart/alternative,4,29,0,1,35,21841,1,Fri,Jul,7.05
3375,iiitd,ac.in,1,multipart/alternative,4,10,1,0,31,7223,2,Tue,Apr,13.466666666666667
3376,github,com,1,multipart/alternative,2,13,0,0,54,2383,2,Mon,Jan,21.583333333333332
3377,linkedin,com,0,multipart/alternative,16,82,1,1,45,71626,1,Mon,Mar,8.333333333333334
3378,nvidia,com,0,multipart/alternative,20,62,0,1,56,64724,3,Wed,Jul,11.45
3379,pvrcinemas,com,1,multipart/alternative,15,38,0,0,112,7958,3,Thu,Jun,8.05
3380,google,com,0,text/html,4,20,0,0,36,6469,0,Tue,Feb,8.95
3381,email,apple.com,0,multipart/alternative,7,25,1,0,30,17865,0,Sun,Sep,14.666666666666666
3382,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,15.333333333333334
3383,linkedin,com,0,multipart/alternative,21,62,0,1,123,63520,1,Fri,Oct,15.5
3384,iiitd,ac.in,3,multipart/alternative,1,15,1,0,45,6209,2,Wed,Mar,0.21666666666666667
3385,iiitd,ac.in,1,multipart/alternative,0,0,1,0,21,508,2,Fri,Feb,8.5
3386,iiitd,ac.in,1,multipart/alternative,0,0,1,0,24,283,2,Fri,Nov,17.583333333333332
3387,linkedin,com,0,multipart/alternative,4,26,0,0,45,20453,1,Tue,Jul,13.233333333333333
3388,doodle,com,0,multipart/alternative,3,12,0,0,52,9842,0,Tue,Aug,16.483333333333334
3389,donate,wfp.org,0,multipart/alternative,6,63,0,0,24,53731,3,Mon,Mar,18.0
3390,airtable,com,0,multipart/alternative,1,8,0,0,75,10956,0,Wed,Feb,4.066666666666666
3391,usebackpack,com,0,multipart/alternative,4,19,0,0,36,27267,0,Wed,Sep,17.066666666666666
3392,centralesupelec,fr,8,text/html,0,1,1,0,113,4194,2,Fri,Dec,7.933333333333334
3393,updates,bookmyshow.com,0,text/html,19,47,0,0,34,21774,3,Thu,May,15.5
3394,researchgatemail,net,0,multipart/alternative,9,43,0,1,61,26789,1,Fri,Mar,5.033333333333333
3395,iiitd,ac.in,1,multipart/alternative,4,21,1,1,47,28883,2,Wed,Mar,15.916666666666666
3396,amazon,in,0,multipart/alternative,6,69,1,0,66,31736,3,Mon,Aug,9.116666666666667
3397,marketing,goindigo.in,0,multipart/alternative,9,57,0,0,36,39413,3,Fri,Aug,16.716666666666665
3398,centralesupelec,fr,0,multipart/mixed,0,2,0,0,63,60336,0,Mon,Oct,14.466666666666667
3399,connect,digitalglobe.com,0,multipart/alternative,7,29,0,0,63,35379,3,Thu,Jun,16.033333333333335
3400,topcoder,com,0,multipart/alternative,31,93,0,0,45,108429,0,Fri,Jul,16.283333333333335
3401,splitwise,com,0,multipart/alternative,4,16,0,0,26,18337,0,Sun,Oct,4.25
3402,linkedin,com,0,multipart/alternative,16,66,0,0,125,65626,1,Fri,May,12.783333333333333
3403,iiitd,ac.in,0,multipart/related,0,0,0,0,31,420608,2,Tue,Mar,12.833333333333334
3404,easychair,org,0,text/plain,0,1,1,0,30,462,0,Fri,Jan,19.066666666666666
3405,usebackpack,com,0,multipart/alternative,4,19,0,0,61,27058,0,Wed,Aug,3.75
3406,na,na,0,multipart/alternative,1,8,0,0,36,5229,0,Wed,May,16.783333333333335
3407,google,com,0,text/html,20,84,0,0,38,24866,0,Sun,Jul,2.8333333333333335
3408,dropbox,com,1,multipart/alternative,1,10,0,0,52,4157,0,Fri,Jul,3.9333333333333336
3409,google,com,0,multipart/alternative,3,8,0,0,51,2743,0,Wed,Jan,7.983333333333333
3410,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,15.366666666666667
3411,na,na,0,text/plain,0,0,1,0,56,541,0,,Apr,15.4
3412,vfsglobal,com,0,text/html,0,0,1,0,42,233,0,,Apr,16.8
3413,iiitd,ac.in,0,multipart/mixed,0,2,0,0,105,1806,0,Sun,Jul,11.166666666666666
3414,google,com,0,text/html,10,44,0,0,32,13603,0,Sat,Mar,10.25
3415,na,na,0,multipart/alternative,2,14,1,0,31,12264,2,Mon,Feb,12.483333333333333
3416,kotak,in,0,multipart/alternative,16,33,1,1,48,17243,3,Thu,Nov,18.6
3417,na,na,0,multipart/alternative,2,33,0,0,61,11969,0,Thu,Mar,6.133333333333334
3418,google,com,0,text/html,4,20,0,0,36,6707,0,Thu,May,5.083333333333333
3419,twitter,com,0,multipart/alternative,9,54,0,0,67,39687,1,Mon,Jun,10.783333333333333
3420,iiitd,ac.in,2,multipart/alternative,0,13,1,1,24,6870,2,Thu,Mar,6.583333333333333
3421,neo4j,com,0,multipart/alternative,8,37,1,0,69,19009,3,Mon,May,11.45
3422,na,na,0,text/html,0,1,0,1,34,1419,0,Tue,Mar,11.233333333333333
3423,na,na,0,multipart/related,0,28,0,0,30,161893,0,,Mar,16.9
3424,coursera,org,0,multipart/alternative,17,92,0,0,45,61741,0,Tue,May,5.8
3425,iiitd,ac.in,0,multipart/mixed,0,2,0,0,63,536284,2,Sat,Sep,12.466666666666667
3426,twitter,com,0,multipart/alternative,16,148,0,0,117,76548,1,Sun,Feb,9.316666666666666
3427,hackerrank,com,0,multipart/alternative,2,11,0,0,38,10709,0,Wed,Aug,19.25
3428,innerchef,com,0,multipart/alternative,8,48,0,0,49,51129,3,Fri,Jun,5.133333333333334
3429,iiitd,ac.in,2,multipart/alternative,0,0,1,0,29,2356,2,Fri,Aug,9.85
3430,quora,com,0,multipart/alternative,2,48,1,1,71,48655,0,Thu,Oct,17.7
3431,stackoverflow,email,0,multipart/alternative,7,28,0,0,52,36034,0,Wed,Nov,4.516666666666667
3432,amazon,in,0,multipart/alternative,5,165,0,0,33,93729,3,Sat,Sep,0.5833333333333334
3433,iiitd,ac.in,2,multipart/alternative,1,4,1,0,47,7769,2,Thu,Dec,15.65
3434,na,na,0,multipart/alternative,2,14,1,0,95,13874,2,Fri,Sep,13.1
3435,quora,com,0,multipart/alternative,8,15,0,0,70,13246,0,Wed,Jul,0.4
3436,kaggle,com,0,text/plain,0,2,1,0,24,666,0,Sat,May,2.2333333333333334
3437,twitter,com,0,multipart/alternative,39,220,0,0,132,90798,1,Mon,Jan,15.95
3438,linkedin,com,0,multipart/alternative,24,110,0,1,61,97248,1,Mon,Feb,8.483333333333333
3439,google,com,0,text/html,1,7,0,1,33,6033,0,Thu,Mar,11.733333333333333
3440,symless,com,0,multipart/alternative,7,36,1,0,77,74342,3,Tue,Apr,18.783333333333335
3441,iiitd,ac.in,3,multipart/alternative,0,3,1,0,69,54814,2,Thu,Aug,13.716666666666667
3442,hackerearth,com,0,multipart/alternative,3,13,0,0,59,11058,3,Wed,Oct,11.0
3443,topcoder,com,0,multipart/alternative,18,75,0,1,69,133937,3,Fri,Feb,19.616666666666667
3444,slack,com,0,multipart/alternative,2,17,0,0,34,17525,0,Fri,Jul,10.283333333333333
3445,duolingo,com,0,multipart/alternative,13,27,0,0,27,21096,0,Wed,May,21.816666666666666
3446,youtube,com,0,multipart/alternative,23,85,0,0,75,62192,1,Sat,Jun,1.6833333333333333
3447,quora,com,0,multipart/alternative,3,98,1,1,148,96984,0,Thu,Oct,2.6166666666666667
3448,iiitd,ac.in,2,multipart/alternative,0,36,1,0,39,17281,2,Tue,Aug,15.233333333333333
3449,messages,xoom.com,0,multipart/alternative,4,21,0,0,33,24094,0,Fri,Oct,11.45
3450,iiitd,ac.in,1,multipart/alternative,0,2,1,0,31,9546,2,Wed,Jan,11.85
3451,twitter,com,0,multipart/alternative,8,52,0,0,74,40855,1,Fri,Jul,9.4
3452,brilliant,org,0,multipart/alternative,5,20,0,0,40,39021,0,Tue,Sep,17.35
3453,amazon,in,0,multipart/alternative,12,140,0,0,53,73882,3,Sat,Feb,0.3333333333333333
3454,google,com,0,text/html,20,84,1,0,32,24360,0,Tue,Jun,6.766666666666667
3455,academia-mail,com,0,multipart/alternative,11,45,0,0,37,67243,1,Sat,Jul,10.5
3456,youtube,com,0,multipart/alternative,18,74,0,0,84,63151,1,Sat,Jun,15.55
3457,udacity,com,0,multipart/alternative,8,57,0,1,34,90538,3,Thu,Aug,9.25
3458,usebackpack,com,0,multipart/alternative,4,19,0,0,31,26954,0,Sun,Apr,13.65
3459,linkedin,com,0,multipart/alternative,11,39,0,1,83,35342,1,Wed,Jun,16.783333333333335
3460,brilliant,org,0,multipart/alternative,5,25,0,0,35,40188,0,Tue,Nov,16.516666666666666
3461,na,na,0,multipart/mixed,0,21,1,0,48,892490,0,Tue,Aug,1.25
3462,linkedin,com,0,multipart/alternative,13,114,1,1,33,91514,1,Wed,Mar,1.0333333333333334
3463,iiitd,ac.in,0,multipart/alternative,0,0,1,0,29,941,2,Tue,Jul,8.716666666666667
